050074,410500740001,,,101,1,0,L,0
050074,410500740002,,,101,1,0,L,0
050074,410500740003,,,101,1,0,L,0
050074,410500740004,,,101,1,0,L,0
050074,410500740005,,,101,1,0,L,0
050074,410500740006,,,101,1,0,L,0
050074,410500740007,,,101,1,0,L,0
050074,410500740008,,,101,1,0,L,0
050074,410500740009,,,101,1,0,L,0
050074,410500740012,,,101,1,0,L,0
050074,410500740013,,,101,1,0,L,0
050074,410500740014,,,101,1,0,L,0
050074,410500740015,,,101,1,0,L,0
050074,410500740016,,,101,1,0,L,0
050074,410500740017,,,101,1,0,L,0
050074,410500740018,,,101,1,0,L,0
050074,410500740019,,,101,1,0,L,0
050074,410500740020,,,101,1,0,L,0
050074,410500740022,,,101,1,0,L,0
050074,410500740028,,,101,1,0,L,0
050074,410500740029,,,101,1,0,L,0
050074,410500740031,,,101,1,0,L,0
050074,410500740032,,,101,1,0,L,0
050074,410500740034,,,101,1,0,L,0
050074,410500740036,,,101,1,0,L,0
050074,410500740037,,,101,1,0,L,0
050074,410500740038,,,101,1,0,L,0
050074,410500740042,,,101,1,0,L,0
050074,410500740045,,,101,1,0,L,0
050074,410500740049,,,101,1,0,L,0
050074,410500740051,,,101,1,0,L,0
050074,410500740052,,,101,1,0,L,0
050074,410500740053,,,101,1,0,L,0
050074,410500740054,,,101,1,0,L,0
050074,410500740055,,,101,1,0,L,0
050074,410500740056,,,101,1,0,L,0
050074,410500740059,,,101,1,0,L,0
050074,410500740061,,,101,1,0,L,0
050074,410500740062,,,101,1,0,L,0
050074,410500740064,,,101,1,0,L,0
050074,410500740067,,,101,1,0,L,0
050074,410500740070,,,101,1,0,L,0
050074,410500740071,,,101,1,0,L,0
050074,410500740075,,,101,1,0,L,0
050074,410500740078,,,101,1,0,L,0
050074,410500740079,,,101,1,0,L,0
050074,410500740083,,,101,1,0,L,0
050074,410500740084,,,101,1,0,L,0
050074,410500740085,,,101,1,0,L,0
050074,410500740086,,,101,1,0,L,0
050074,410500740088,,,101,1,0,L,0
050075,410500750001,,,101,1,0,L,0
050075,410500750002,,,101,1,0,L,0
050075,410500750003,,,101,1,0,L,0
050075,410500750004,,,101,1,0,L,0
050075,410500750006,,,101,1,0,L,0
050075,410500750007,,,101,1,0,L,0
050075,410500750008,,,101,1,0,L,0
